POUG;TRE;ID;ZUB;VOL;UIO;VBNM;Type;OIN
6;2.25;2309;f;t;wwww;t;y;24.83
2;4.75;2310;f;t;;t;y;24.5
0;1.5;2311;t;f;wwww;f;y;37.5
0;1.5;2312;t;f;wwww;f;y;36.75
8;1.5;2313;t;t;wwww;t;y;28.25
3;5.5;2314;t;t;wwww;t;y;32.75
11;1;2315;f;t;uuuu;t;y;17.83
7;2.29;2316;t;t;uuuu;t;y;22.83
2;1.75;2317;t;t;wwww;t;y;13.75
23;0.125;2318;t;t;uuuu;t;y;41
11;2.125;2319;t;t;wwww;t;y;23.08
0;1.71;2320;f;t;wwww;f;y;20.17
3;2.29;2321;t;t;uuuu;t;y;50.08
3;4.25;2322;t;t;wwww;t;y;27
6;2.5;2323;f;t;wwww;t;y;38.17
0;0.375;2324;t;t;wwww;f;y;27
8;7;2325;f;t;wwww;t;y;41.17
11;0;2326;t;t;uuuu;t;y;65.17
0;0;2327;f;f;wwww;f;y;37.58
3;2.375;2328;t;t;wwww;t;y;23.25
6;0.29;2329;f;t;wwww;t;y;21.83
0;1.75;2330;t;t;wwww;f;y;26
8;1.335;2331;t;t;wwww;t;y;31.67
0;8.5;2332;t;t;uuuu;f;y;49.83
6;6.5;2333;f;t;uuuu;t;y;47.42
11;0;2334;f;t;wwww;t;y;51.33
2;0.75;2335;f;t;uuuu;t;y;18.92
0;0.835;2336;f;t;uuuu;f;y;28.42
4;1.25;2337;t;t;wwww;t;y;56.75
13;10;2338;f;t;uuuu;t;y;58.42
0;16;2339;f;t;wwww;f;y;48.33
7;0.75;2340;t;t;wwww;t;y;33.17
7;2.585;2341;f;t;uuuu;t;y;22.42
0;0.085;2342;f;t;uuuu;f;y;18.83
11;0.25;2343;f;t;wwww;t;y;48.58
0;1.25;2344;f;t;wwww;f;y;26.75
9;17.5;2345;t;t;wwww;t;y;64.08
3;1.665;2346;t;t;wwww;t;y;20.17
67;1.21;2347;t;t;wwww;t;y;25.67
0;1.335;2348;f;t;wwww;f;y;22.67
16;7;2349;f;t;wwww;t;y;31.33
40;28.5;2350;f;t;wwww;t;y;56.42
12;1.5;2351;t;t;uuuu;t;y;24.75
1;1.25;2352;f;t;uuuu;t;y;24.08
0;11;2353;t;t;wwww;f;y;28.33
2;5;2354;f;t;uuuu;t;y;26.92
0;5.75;2355;t;t;wwww;f;y;27.67
0;0.085;2356;t;t;wwww;f;y;38.67
16;1.085;2357;f;t;uuuu;t;y;32.17
12;5.5;2358;t;t;wwww;t;y;32.67
9;12.5;2359;f;t;wwww;t;y;48.75
1;2.25;2360;t;t;wwww;t;y;21
12;15.5;2361;f;t;wwww;t;y;48.17
14;10;2362;t;t;wwww;t;y;39.33
0;0.25;2363;t;t;uuuu;f;y;25.08
0;0.25;2364;t;t;wwww;f;y;23.25
1;2;2365;f;t;uuuu;t;y;30.67
0;0;2366;t;f;wwww;f;y;19.17
1;1;2367;f;f;;t;y;20.08
0;9;2368;t;t;wwww;f;y;36.67
1;0.46;2369;f;t;wwww;t;y;23.17
2;1.5;2370;f;t;uuuu;t;y;15.83
5;1.75;2371;t;t;wwww;t;y;16.08
9;5.165;2372;t;t;uuuu;t;y;47
0;0;2373;f;f;uuuu;f;y;71.58
4;0.5;2374;f;t;uuuu;t;y;21.25
7;20;2375;t;t;wwww;t;y;65.42
11;2;2376;t;t;wwww;t;y;20.5
5;5;2377;f;t;wwww;t;y;55.92
0;0;2378;t;t;wwww;f;y;34.92
17;15;2379;t;t;wwww;t;y;56.58
3;1;2380;f;t;wwww;t;y;25.17
1;1.665;2381;t;t;wwww;t;y;25.08
6;14;2382;t;t;wwww;t;y;57.83
6;7.5;2383;t;t;wwww;t;y;34.92
6;4.25;2384;f;t;wwww;t;y;33.58
0;0.04;2385;f;t;uuuu;f;y;22.92
0;1.5;2386;f;t;uuuu;f;y;24.5
0;0;2387;f;t;wwww;f;y;20.25
2;1.5;2388;f;t;wwww;t;y;18.5
7;0.625;2389;f;t;wwww;t;y;25.17
0;5;2390;t;t;wwww;f;y;44.33
0;0.5;2391;f;t;wwww;f;y;18.08
0;11;2392;t;t;uuuu;f;y;60.58
0;3.5;2393;f;f;wwww;f;y;41.5
0;0.875;2394;t;t;uuuu;f;y;25.75
5;5.04;2395;t;t;wwww;t;y;29.25
11;2;2396;f;t;uuuu;t;y;36
9;3;2397;f;t;wwww;t;y;31.67
15;18;2398;t;t;wwww;t;y;60.08
1;2;2399;f;t;wwww;t;y;22.33
1;3.5;2400;f;t;wwww;t;y;40
1;1.625;2401;t;t;wwww;t;y;35.17
0;15;2402;f;t;wwww;f;y;41.33
1;0.335;2403;t;t;uuuu;t;y;20.75
0;2.5;2404;t;t;wwww;f;y;32.08
3;5;2405;t;t;wwww;t;y;
6;1.875;2406;f;t;wwww;t;y;23.92
10;3.17;2407;f;t;uuuu;t;y;23.25
11;0.415;2408;t;t;uuuu;t;y;46.67
6;3.5;2409;f;t;uuuu;t;y;25
3;0.25;2410;f;t;wwww;t;y;25.5
5;2.71;2411;f;t;uuuu;t;y;18.75
5;8.5;2412;t;t;uuuu;t;y;23.5
12;4.5;2413;t;t;wwww;t;y;34.17
5;3.75;2414;t;t;wwww;t;y;27.83
0;5;2415;t;t;uuuu;f;y;36.75
1;2.75;2416;f;t;uuuu;t;y;47.25
0;0.375;2417;f;f;uuuu;f;y;33.67
1;14;2418;t;t;wwww;t;y;45
0;6.5;2419;t;t;wwww;f;y;33.17
0;1.04;2420;t;t;uuuu;f;y;25
5;1;2421;t;t;wwww;t;y;26.67
0;0.125;2422;t;t;wwww;f;y;48.5
0;0.04;2423;t;t;wwww;f;y;37.42
0;0.21;2424;f;f;wwww;f;y;18
15;0;2425;f;t;uuuu;t;y;56.5
5;1.46;2426;t;t;wwww;t;y;25.75
5;0.415;2427;t;t;uuuu;t;y;22.58
1;2.04;2428;t;t;wwww;t;y;33.17
0;0.04;2429;t;t;wwww;f;y;32
0;1.75;2430;f;t;uuuu;f;y;40.83
0;0.125;2431;t;t;wwww;f;y;59.67
0;3.165;2432;t;t;wwww;f;y;42.5
0;0;2433;f;t;uuuu;f;y;28.08
0;0.125;2434;t;t;uuuu;f;y;37.75
5;8.665;2435;f;t;wwww;t;y;53.92
20;15;2436;f;t;wwww;t;y;47.67
0;0.835;2437;f;t;wwww;f;y;23.25
0;2.585;2438;f;t;wwww;f;y;22.67
11;14.415;2439;t;t;wwww;t;y;54.58
0;7.415;2440;t;t;wwww;f;y;34.25
3;2;2441;t;t;wwww;t;y;27.58
0;0;2442;f;t;uuuu;f;y;46
4;4;2443;f;t;uuuu;t;y;60.92
2;13.875;2444;t;t;uuuu;t;y;47.42
12;4.25;2445;t;t;wwww;t;y;37.33
0;0;2446;f;f;uuuu;f;y;25.58
1;1.585;2447;f;t;uuuu;t;y;20.42
3;7.375;2448;t;t;uuuu;t;y;44.17
9;5.375;2449;t;t;wwww;t;y;34.75
0;2.5;2450;f;t;wwww;f;y;20.5
0;2.25;2451;t;f;wwww;f;y;22.67
0;2.165;2452;t;f;wwww;f;y;22.08
0;4.58;2453;f;t;wwww;f;y;42.83
4;1;2454;t;t;uuuu;t;y;18.92
3;0.165;2455;f;t;uuuu;t;y;20.67
0;0.04;2456;f;t;uuuu;f;y;32.33
11;5.335;2457;f;t;wwww;t;y;28.92
14;5.5;2458;f;t;uuuu;t;y;52.83
5;2.085;2459;f;t;uuuu;t;y;20.67
6;2.5;2460;f;t;wwww;t;y;36.25
4;1;2461;f;t;uuuu;t;y;20.33
0;0.25;2462;f;t;wwww;f;y;25.75
4;0.585;2463;f;t;uuuu;t;y;28.17
0;0.165;2464;f;f;wwww;f;y;23.92
0;8;2465;t;t;wwww;f;y;56
2;0.71;2466;t;t;uuuu;t;y;20.75
7;4;2467;t;t;uuuu;t;y;30.5
7;5;2468;t;t;uuuu;t;y;45.83
10;3.5;2469;t;t;wwww;t;y;39
0;0.665;2470;f;t;wwww;f;y;22.08
2;4.75;2471;f;t;wwww;t;y;28.25
0;3;2472;f;t;uuuu;f;y;18.83
5;2.5;2473;t;t;uuuu;t;y;28.67
0;2.46;2474;f;f;uuuu;f;y;22.5
0;6.5;2475;f;t;wwww;f;y;
1;2.54;2476;f;t;uuuu;t;y;28.5
0;1.5;2477;f;t;wwww;f;y;19.17
3;2.5;2478;f;t;uuuu;t;y;21.5
0;0;2479;t;f;wwww;f;y;17.5
1;5.25;2480;f;t;wwww;t;y;26.67
2;3.25;2481;f;t;wwww;t;y;34.42
0;0;2482;t;t;wwww;f;y;73.42
2;0.5;2483;t;t;uuuu;t;y;23
11;1.085;2484;t;t;wwww;t;y;23.08
7;1.46;2485;f;t;wwww;t;y;19.42
0;0.835;2486;t;t;wwww;f;y;23.33
0;12.75;2487;t;t;wwww;f;y;42.17
0;1.5;2488;f;f;wwww;f;y;21.25
0;0.085;2489;t;f;wwww;f;y;34.17
6;7.875;2490;t;t;uuuu;t;y;47.75
0;2.5;2491;f;t;uuuu;f;y;44.33
16;6.5;2492;f;t;wwww;t;y;39.5
3;0.5;2493;t;t;uuuu;t;y;41.17
0;4.335;2494;f;t;wwww;f;y;29.92
0;0;2495;f;f;wwww;f;y;23.17
7;4.5;2496;f;t;wwww;t;y;35.17
7;0.75;2497;f;t;uuuu;t;y;19.17
15;6.29;2498;f;t;wwww;t;y;52.5
1;0.04;2499;f;t;wwww;t;y;39.92
0;3;2500;t;t;wwww;f;y;21.33
4;0.75;2501;f;t;uuuu;t;y;35.75
1;13;2502;t;t;wwww;t;y;67.75
0;5.25;2503;t;t;wwww;f;y;32.67
15;7.585;2504;t;t;wwww;t;y;49.5
8;1.085;2505;t;t;wwww;t;y;21
3;0.96;2506;t;t;wwww;t;y;28.25
1;1.54;2507;t;t;wwww;t;y;34.17
3;6.04;2508;f;t;wwww;t;y;31.92
4;0.54;2509;f;t;uuuu;t;y;29.5
0;0.085;2510;f;t;wwww;f;y;23.17
0;10;2511;t;f;uuuu;f;y;18.08
19;1.835;2512;f;t;uuuu;t;y;24.75
0;0.04;2513;f;t;uuuu;f;y;20.83
2;4.165;2514;t;t;wwww;t;y;28
1;2.25;2515;f;t;wwww;t;y;20.42
6;5.665;2516;f;t;wwww;t;y;28.67
1;0.04;2517;t;t;wwww;t;y;21.92
11;6;2518;f;t;wwww;t;y;43.25
3;1.625;2519;f;t;wwww;t;y;20.42
0;5.125;2520;f;t;wwww;f;y;42
2;1.5;2521;t;t;uuuu;t;y;23.42
0;0.875;2522;f;t;uuuu;f;y;25.17
6;2.25;2523;f;t;wwww;t;y;24.83
2;4.75;2524;f;t;;t;y;24.5
0;1.5;2525;t;f;wwww;f;y;37.5
0;1.5;2526;t;f;wwww;f;y;36.75
8;1.5;2527;t;t;wwww;t;y;28.25
3;5.5;2528;t;t;wwww;t;y;32.75
11;1;2529;f;t;uuuu;t;y;17.83
7;2.29;2530;t;t;uuuu;t;y;22.83
2;1.75;2531;t;t;wwww;t;y;13.75
23;0.125;2532;t;t;uuuu;t;y;41
11;2.125;2533;t;t;wwww;t;y;23.08
0;1.71;2534;f;t;wwww;f;y;20.17
3;2.29;2535;t;t;uuuu;t;y;50.08
3;4.25;2536;t;t;wwww;t;y;27
6;2.5;2537;f;t;wwww;t;y;38.17
0;0.375;2538;t;t;wwww;f;y;27
8;7;2539;f;t;wwww;t;y;41.17
11;0;2540;t;t;uuuu;t;y;65.17
0;0;2541;f;f;wwww;f;y;37.58
3;2.375;2542;t;t;wwww;t;y;23.25
6;0.29;2543;f;t;wwww;t;y;21.83
0;1.75;2544;t;t;wwww;f;y;26
8;1.335;2545;t;t;wwww;t;y;31.67
0;8.5;2546;t;t;uuuu;f;y;49.83
6;6.5;2547;f;t;uuuu;t;y;47.42
11;0;2548;f;t;wwww;t;y;51.33
2;0.75;2549;f;t;uuuu;t;y;18.92
0;0.835;2550;f;t;uuuu;f;y;28.42
4;1.25;2551;t;t;wwww;t;y;56.75
13;10;2552;f;t;uuuu;t;y;58.42
0;16;2553;f;t;wwww;f;y;48.33
7;0.75;2554;t;t;wwww;t;y;33.17
7;2.585;2555;f;t;uuuu;t;y;22.42
0;0.085;2556;f;t;uuuu;f;y;18.83
11;0.25;2557;f;t;wwww;t;y;48.58
0;1.25;2558;f;t;wwww;f;y;26.75
9;17.5;2559;t;t;wwww;t;y;64.08
3;1.665;2560;t;t;wwww;t;y;20.17
67;1.21;2561;t;t;wwww;t;y;25.67
0;1.335;2562;f;t;wwww;f;y;22.67
16;7;2563;f;t;wwww;t;y;31.33
40;28.5;2564;f;t;wwww;t;y;56.42
12;1.5;2565;t;t;uuuu;t;y;24.75
1;1.25;2566;f;t;uuuu;t;y;24.08
0;11;2567;t;t;wwww;f;y;28.33
2;5;2568;f;t;uuuu;t;y;26.92
0;5.75;2569;t;t;wwww;f;y;27.67
0;0.085;2570;t;t;wwww;f;y;38.67
16;1.085;2571;f;t;uuuu;t;y;32.17
12;5.5;2572;t;t;wwww;t;y;32.67
9;12.5;2573;f;t;wwww;t;y;48.75
1;2.25;2574;t;t;wwww;t;y;21
12;15.5;2575;f;t;wwww;t;y;48.17
14;10;2576;t;t;wwww;t;y;39.33
0;0.25;2577;t;t;uuuu;f;y;25.08
0;0.25;2578;t;t;wwww;f;y;23.25
1;2;2579;f;t;uuuu;t;y;30.67
0;0;2580;t;f;wwww;f;y;19.17
1;1;2581;f;f;;t;y;20.08
0;9;2582;t;t;wwww;f;y;36.67
1;0.46;2583;f;t;wwww;t;y;23.17
2;1.5;2584;f;t;uuuu;t;y;15.83
5;1.75;2585;t;t;wwww;t;y;16.08
9;5.165;2586;t;t;uuuu;t;y;47
0;0;2587;f;f;uuuu;f;y;71.58
4;0.5;2588;f;t;uuuu;t;y;21.25
7;20;2589;t;t;wwww;t;y;65.42
11;2;2590;t;t;wwww;t;y;20.5
5;5;2591;f;t;wwww;t;y;55.92
0;0;2592;t;t;wwww;f;y;34.92
17;15;2593;t;t;wwww;t;y;56.58
3;1;2594;f;t;wwww;t;y;25.17
1;1.665;2595;t;t;wwww;t;y;25.08
6;14;2596;t;t;wwww;t;y;57.83
6;7.5;2597;t;t;wwww;t;y;34.92
6;4.25;2598;f;t;wwww;t;y;33.58
0;0.04;2599;f;t;uuuu;f;y;22.92
0;1.5;2600;f;t;uuuu;f;y;24.5
0;0;2601;f;t;wwww;f;y;20.25
2;1.5;2602;f;t;wwww;t;y;18.5
7;0.625;2603;f;t;wwww;t;y;25.17
0;5;2604;t;t;wwww;f;y;44.33
0;0.5;2605;f;t;wwww;f;y;18.08
0;11;2606;t;t;uuuu;f;y;60.58
0;3.5;2607;f;f;wwww;f;y;41.5
0;0.875;2608;t;t;uuuu;f;y;25.75
5;5.04;2609;t;t;wwww;t;y;29.25
11;2;2610;f;t;uuuu;t;y;36
9;3;2611;f;t;wwww;t;y;31.67
15;18;2612;t;t;wwww;t;y;60.08
1;2;2613;f;t;wwww;t;y;22.33
1;3.5;2614;f;t;wwww;t;y;40
1;1.625;2615;t;t;wwww;t;y;35.17
0;15;2616;f;t;wwww;f;y;41.33
1;0.335;2617;t;t;uuuu;t;y;20.75
0;2.5;2618;t;t;wwww;f;y;32.08
3;5;2619;t;t;wwww;t;y;
6;1.875;2620;f;t;wwww;t;y;23.92
10;3.17;2621;f;t;uuuu;t;y;23.25
11;0.415;2622;t;t;uuuu;t;y;46.67
6;3.5;2623;f;t;uuuu;t;y;25
3;0.25;2624;f;t;wwww;t;y;25.5
5;2.71;2625;f;t;uuuu;t;y;18.75
5;8.5;2626;t;t;uuuu;t;y;23.5
12;4.5;2627;t;t;wwww;t;y;34.17
5;3.75;2628;t;t;wwww;t;y;27.83
0;5;2629;t;t;uuuu;f;y;36.75
1;2.75;2630;f;t;uuuu;t;y;47.25
0;0.375;2631;f;f;uuuu;f;y;33.67
1;14;2632;t;t;wwww;t;y;45
0;6.5;2633;t;t;wwww;f;y;33.17
0;1.04;2634;t;t;uuuu;f;y;25
5;1;2635;t;t;wwww;t;y;26.67
0;0.125;2636;t;t;wwww;f;y;48.5
0;0.04;2637;t;t;wwww;f;y;37.42
0;0.21;2638;f;f;wwww;f;y;18
15;0;2639;f;t;uuuu;t;y;56.5
5;1.46;2640;t;t;wwww;t;y;25.75
5;0.415;2641;t;t;uuuu;t;y;22.58
1;2.04;2642;t;t;wwww;t;y;33.17
0;0.04;2643;t;t;wwww;f;y;32
0;1.75;2644;f;t;uuuu;f;y;40.83
0;0.125;2645;t;t;wwww;f;y;59.67
0;3.165;2646;t;t;wwww;f;y;42.5
0;0;2647;f;t;uuuu;f;y;28.08
0;0.125;2648;t;t;uuuu;f;y;37.75
5;8.665;2649;f;t;wwww;t;y;53.92
20;15;2650;f;t;wwww;t;y;47.67
0;0.835;2651;f;t;wwww;f;y;23.25
0;2.585;2652;f;t;wwww;f;y;22.67
11;14.415;2653;t;t;wwww;t;y;54.58
0;7.415;2654;t;t;wwww;f;y;34.25
3;2;2655;t;t;wwww;t;y;27.58
0;0;2656;f;t;uuuu;f;y;46
4;4;2657;f;t;uuuu;t;y;60.92
2;13.875;2658;t;t;uuuu;t;y;47.42
12;4.25;2659;t;t;wwww;t;y;37.33
0;0;2660;f;f;uuuu;f;y;25.58
1;1.585;2661;f;t;uuuu;t;y;20.42
3;7.375;2662;t;t;uuuu;t;y;44.17
9;5.375;2663;t;t;wwww;t;y;34.75
0;2.5;2664;f;t;wwww;f;y;20.5
0;2.25;2665;t;f;wwww;f;y;22.67
0;2.165;2666;t;f;wwww;f;y;22.08
0;4.58;2667;f;t;wwww;f;y;42.83
4;1;2668;t;t;uuuu;t;y;18.92
3;0.165;2669;f;t;uuuu;t;y;20.67
0;0.04;2670;f;t;uuuu;f;y;32.33
11;5.335;2671;f;t;wwww;t;y;28.92
14;5.5;2672;f;t;uuuu;t;y;52.83
5;2.085;2673;f;t;uuuu;t;y;20.67
6;2.5;2674;f;t;wwww;t;y;36.25
4;1;2675;f;t;uuuu;t;y;20.33
0;0.25;2676;f;t;wwww;f;y;25.75
4;0.585;2677;f;t;uuuu;t;y;28.17
0;0.165;2678;f;f;wwww;f;y;23.92
0;8;2679;t;t;wwww;f;y;56
2;0.71;2680;t;t;uuuu;t;y;20.75
7;4;2681;t;t;uuuu;t;y;30.5
7;5;2682;t;t;uuuu;t;y;45.83
10;3.5;2683;t;t;wwww;t;y;39
0;0.665;2684;f;t;wwww;f;y;22.08
2;4.75;2685;f;t;wwww;t;y;28.25
0;3;2686;f;t;uuuu;f;y;18.83
5;2.5;2687;t;t;uuuu;t;y;28.67
0;2.46;2688;f;f;uuuu;f;y;22.5
0;6.5;2689;f;t;wwww;f;y;
1;2.54;2690;f;t;uuuu;t;y;28.5
0;1.5;2691;f;t;wwww;f;y;19.17
3;2.5;2692;f;t;uuuu;t;y;21.5
0;0;2693;t;f;wwww;f;y;17.5
1;5.25;2694;f;t;wwww;t;y;26.67
2;3.25;2695;f;t;wwww;t;y;34.42
0;0;2696;t;t;wwww;f;y;73.42
2;0.5;2697;t;t;uuuu;t;y;23
11;1.085;2698;t;t;wwww;t;y;23.08
7;1.46;2699;f;t;wwww;t;y;19.42
0;0.835;2700;t;t;wwww;f;y;23.33
0;12.75;2701;t;t;wwww;f;y;42.17
0;1.5;2702;f;f;wwww;f;y;21.25
0;0.085;2703;t;f;wwww;f;y;34.17
6;7.875;2704;t;t;uuuu;t;y;47.75
0;2.5;2705;f;t;uuuu;f;y;44.33
16;6.5;2706;f;t;wwww;t;y;39.5
3;0.5;2707;t;t;uuuu;t;y;41.17
0;4.335;2708;f;t;wwww;f;y;29.92
0;0;2709;f;f;wwww;f;y;23.17
7;4.5;2710;f;t;wwww;t;y;35.17
7;0.75;2711;f;t;uuuu;t;y;19.17
15;6.29;2712;f;t;wwww;t;y;52.5
1;0.04;2713;f;t;wwww;t;y;39.92
0;3;2714;t;t;wwww;f;y;21.33
4;0.75;2715;f;t;uuuu;t;y;35.75
1;13;2716;t;t;wwww;t;y;67.75
0;5.25;2717;t;t;wwww;f;y;32.67
15;7.585;2718;t;t;wwww;t;y;49.5
8;1.085;2719;t;t;wwww;t;y;21
3;0.96;2720;t;t;wwww;t;y;28.25
1;1.54;2721;t;t;wwww;t;y;34.17
3;6.04;2722;f;t;wwww;t;y;31.92
4;0.54;2723;f;t;uuuu;t;y;29.5
0;0.085;2724;f;t;wwww;f;y;23.17
0;10;2725;t;f;uuuu;f;y;18.08
19;1.835;2726;f;t;uuuu;t;y;24.75
0;0.04;2727;f;t;uuuu;f;y;20.83
2;4.165;2728;t;t;wwww;t;y;28
1;2.25;2729;f;t;wwww;t;y;20.42
6;5.665;2730;f;t;wwww;t;y;28.67
1;0.04;2731;t;t;wwww;t;y;21.92
11;6;2732;f;t;wwww;t;y;43.25
3;1.625;2733;f;t;wwww;t;y;20.42
0;5.125;2734;f;t;wwww;f;y;42
2;1.5;2735;t;t;uuuu;t;y;23.42
0;0.875;2736;f;t;uuuu;f;y;25.17
6;2.25;2737;f;t;wwww;t;y;24.83
2;4.75;2738;f;t;;t;y;24.5
0;1.5;2739;t;f;wwww;f;y;37.5
0;1.5;2740;t;f;wwww;f;y;36.75
8;1.5;2741;t;t;wwww;t;y;28.25
3;5.5;2742;t;t;wwww;t;y;32.75
11;1;2743;f;t;uuuu;t;y;17.83
7;2.29;2744;t;t;uuuu;t;y;22.83
2;1.75;2745;t;t;wwww;t;y;13.75
23;0.125;2746;t;t;uuuu;t;y;41
11;2.125;2747;t;t;wwww;t;y;23.08
0;1.71;2748;f;t;wwww;f;y;20.17
3;2.29;2749;t;t;uuuu;t;y;50.08
3;4.25;2750;t;t;wwww;t;y;27
6;2.5;2751;f;t;wwww;t;y;38.17
0;0.375;2752;t;t;wwww;f;y;27
8;7;2753;f;t;wwww;t;y;41.17
11;0;2754;t;t;uuuu;t;y;65.17
0;0;2755;f;f;wwww;f;y;37.58
3;2.375;2756;t;t;wwww;t;y;23.25
6;0.29;2757;f;t;wwww;t;y;21.83
0;1.75;2758;t;t;wwww;f;y;26
8;1.335;2759;t;t;wwww;t;y;31.67
0;8.5;2760;t;t;uuuu;f;y;49.83
6;6.5;2761;f;t;uuuu;t;y;47.42
11;0;2762;f;t;wwww;t;y;51.33
2;0.75;2763;f;t;uuuu;t;y;18.92
0;0.835;2764;f;t;uuuu;f;y;28.42
4;1.25;2765;t;t;wwww;t;y;56.75
13;10;2766;f;t;uuuu;t;y;58.42
0;16;2767;f;t;wwww;f;y;48.33
7;0.75;2768;t;t;wwww;t;y;33.17
7;2.585;2769;f;t;uuuu;t;y;22.42
0;0.085;2770;f;t;uuuu;f;y;18.83
11;0.25;2771;f;t;wwww;t;y;48.58
0;1.25;2772;f;t;wwww;f;y;26.75
9;17.5;2773;t;t;wwww;t;y;64.08
3;1.665;2774;t;t;wwww;t;y;20.17
67;1.21;2775;t;t;wwww;t;y;25.67
0;1.335;2776;f;t;wwww;f;y;22.67
16;7;2777;f;t;wwww;t;y;31.33
40;28.5;2778;f;t;wwww;t;y;56.42
12;1.5;2779;t;t;uuuu;t;y;24.75
1;1.25;2780;f;t;uuuu;t;y;24.08
0;11;2781;t;t;wwww;f;y;28.33
2;5;2782;f;t;uuuu;t;y;26.92
0;5.75;2783;t;t;wwww;f;y;27.67
0;0.085;2784;t;t;wwww;f;y;38.67
16;1.085;2785;f;t;uuuu;t;y;32.17
12;5.5;2786;t;t;wwww;t;y;32.67
9;12.5;2787;f;t;wwww;t;y;48.75
1;2.25;2788;t;t;wwww;t;y;21
12;15.5;2789;f;t;wwww;t;y;48.17
14;10;2790;t;t;wwww;t;y;39.33
0;0.25;2791;t;t;uuuu;f;y;25.08
0;0.25;2792;t;t;wwww;f;y;23.25
1;2;2793;f;t;uuuu;t;y;30.67
0;0;2794;t;f;wwww;f;y;19.17
1;1;2795;f;f;;t;y;20.08
0;9;2796;t;t;wwww;f;y;36.67
1;0.46;2797;f;t;wwww;t;y;23.17
2;1.5;2798;f;t;uuuu;t;y;15.83
5;1.75;2799;t;t;wwww;t;y;16.08
9;5.165;2800;t;t;uuuu;t;y;47
0;0;2801;f;f;uuuu;f;y;71.58
4;0.5;2802;f;t;uuuu;t;y;21.25
7;20;2803;t;t;wwww;t;y;65.42
11;2;2804;t;t;wwww;t;y;20.5
5;5;2805;f;t;wwww;t;y;55.92
0;0;2806;t;t;wwww;f;y;34.92
17;15;2807;t;t;wwww;t;y;56.58
3;1;2808;f;t;wwww;t;y;25.17
1;1.665;2809;t;t;wwww;t;y;25.08
6;14;2810;t;t;wwww;t;y;57.83
6;7.5;2811;t;t;wwww;t;y;34.92
6;4.25;2812;f;t;wwww;t;y;33.58
0;0.04;2813;f;t;uuuu;f;y;22.92
0;1.5;2814;f;t;uuuu;f;y;24.5
0;0;2815;f;t;wwww;f;y;20.25
2;1.5;2816;f;t;wwww;t;y;18.5
7;0.625;2817;f;t;wwww;t;y;25.17
0;5;2818;t;t;wwww;f;y;44.33
0;0.5;2819;f;t;wwww;f;y;18.08
0;11;2820;t;t;uuuu;f;y;60.58
0;3.5;2821;f;f;wwww;f;y;41.5
0;0.875;2822;t;t;uuuu;f;y;25.75
5;5.04;2823;t;t;wwww;t;y;29.25
11;2;2824;f;t;uuuu;t;y;36
9;3;2825;f;t;wwww;t;y;31.67
15;18;2826;t;t;wwww;t;y;60.08
1;2;2827;f;t;wwww;t;y;22.33
1;3.5;2828;f;t;wwww;t;y;40
1;1.625;2829;t;t;wwww;t;y;35.17
0;15;2830;f;t;wwww;f;y;41.33
1;0.335;2831;t;t;uuuu;t;y;20.75
0;2.5;2832;t;t;wwww;f;y;32.08
3;5;2833;t;t;wwww;t;y;
6;1.875;2834;f;t;wwww;t;y;23.92
10;3.17;2835;f;t;uuuu;t;y;23.25
11;0.415;2836;t;t;uuuu;t;y;46.67
6;3.5;2837;f;t;uuuu;t;y;25
3;0.25;2838;f;t;wwww;t;y;25.5
5;2.71;2839;f;t;uuuu;t;y;18.75
5;8.5;2840;t;t;uuuu;t;y;23.5
12;4.5;2841;t;t;wwww;t;y;34.17
5;3.75;2842;t;t;wwww;t;y;27.83
0;5;2843;t;t;uuuu;f;y;36.75
1;2.75;2844;f;t;uuuu;t;y;47.25
0;0.375;2845;f;f;uuuu;f;y;33.67
1;14;2846;t;t;wwww;t;y;45
0;6.5;2847;t;t;wwww;f;y;33.17
0;1.04;2848;t;t;uuuu;f;y;25
5;1;2849;t;t;wwww;t;y;26.67
0;0.125;2850;t;t;wwww;f;y;48.5
0;0.04;2851;t;t;wwww;f;y;37.42
0;0.21;2852;f;f;wwww;f;y;18
15;0;2853;f;t;uuuu;t;y;56.5
5;1.46;2854;t;t;wwww;t;y;25.75
5;0.415;2855;t;t;uuuu;t;y;22.58
1;2.04;2856;t;t;wwww;t;y;33.17
0;0.04;2857;t;t;wwww;f;y;32
0;1.75;2858;f;t;uuuu;f;y;40.83
0;0.125;2859;t;t;wwww;f;y;59.67
0;3.165;2860;t;t;wwww;f;y;42.5
0;0;2861;f;t;uuuu;f;y;28.08
0;0.125;2862;t;t;uuuu;f;y;37.75
5;8.665;2863;f;t;wwww;t;y;53.92
20;15;2864;f;t;wwww;t;y;47.67
0;0.835;2865;f;t;wwww;f;y;23.25
0;2.585;2866;f;t;wwww;f;y;22.67
11;14.415;2867;t;t;wwww;t;y;54.58
0;7.415;2868;t;t;wwww;f;y;34.25
3;2;2869;t;t;wwww;t;y;27.58
0;0;2870;f;t;uuuu;f;y;46
4;4;2871;f;t;uuuu;t;y;60.92
2;13.875;2872;t;t;uuuu;t;y;47.42
12;4.25;2873;t;t;wwww;t;y;37.33
0;0;2874;f;f;uuuu;f;y;25.58
1;1.585;2875;f;t;uuuu;t;y;20.42
3;7.375;2876;t;t;uuuu;t;y;44.17
